rangeIndex,freqIndex,esperanto,esperantoAudio,english,englishTranslationSource,englishAudio,sampleUsage,sampleUsageAudio,relatedWords,relatedWordsAudio,esperantoAudioSource,rangeIndexOriginal,tags
14377,19675,eldiris,,,,,,,,,,5599,"""#OpenSubtitles"""
14378,19679,puninda,,"punishable, worthy of punishment",ESPDIC,,,,,,,5601,"""#OpenSubtitles"""
14379,19688,strebi,[sound:Lepticed7_strebi.mp3],"to strive for, to aspire",OG,,Mi strebas farbi la tutan domon antaŭ la vintro.=I am striving to paint the whole house before winter.,,,,Esperanto.cards,18129,*Verbs [DuoLingo]
14380,19692,superrigardas,,,,,,,,,,5613,"""#OpenSubtitles"""
14381,19693,anstataŭis,,,,,,,,,,5614,"""#OpenSubtitles"""
14382,19698,raised,,,,,,,,,,5617,"""#OpenSubtitles"""
14383,19701,kunvivi,,"to cohabit, live together",ESPDIC,,,,,,,5618,"""#OpenSubtitles"""
14384,19703,revenita,,,,,,,,,,6394,"""#OpenSubtitles"""
14386,19705,batadi,,to clatter,ESPDIC,,,,,,,5619,"""#OpenSubtitles"""
14387,19713,malŝarĝo,,acquittal,ESPDIC,,,,,,,5938,"""#OpenSubtitles"""
14388,19716,spiti,[sound:spiti_eo_ll.mp3],to defy,ESPDIC,,,,,,Lingua Libre,5625,"""#OpenSubtitles"""
14389,19718,ĝustigos,,,,,,,,,,5627,"""#OpenSubtitles"""
14390,19727,sorbi,[sound:sorbi_eo_ll.mp3],"to absorb (a liquid), sip",ESPDIC,,,,,,Lingua Libre,5635,"""#OpenSubtitles"""
14391,19732,kunfandiĝas,,,,,,,,,,5638,"""#OpenSubtitles"""
14392,19734,indiferenta,[sound:indiferenta_eo_ll.mp3],"immaterial, indifferent",ESPDIC,,,,,,Lingua Libre,5639,"""#OpenSubtitles"""
14393,19736,signalizis,,,,,,,,,,5640,"""#OpenSubtitles"""
14394,19737,rekompenca,,,,,,,,,,5966,"""#OpenSubtitles"""
14395,19738,banis,,,,,,,,,,5641,"""#OpenSubtitles"""
14396,19739,ekbruligita,,,,,,,,,,6343,"""#OpenSubtitles"""
14398,19744,mallevita,,,,,,,,,,5967,"""#OpenSubtitles"""
14399,19745,reviviĝis,,,,,,,,,,5650,"""#OpenSubtitles"""
14403,19767,korektas,,,,,,,,,,5672,"""#OpenSubtitles"""
14404,19771,enigis,,,,,,,,,,5674,"""#OpenSubtitles"""
14405,19773,korektu,[sound:korektu_eo_ll.mp3],,,,,,,,Lingua Libre,5679,"""#OpenSubtitles"""
14406,19777,frostiga,,,,,,,,,,5992,"""#OpenSubtitles"""
14407,19781,absolutmente,,,,,,,,,,5686,"""#OpenSubtitles"""
14408,19789,kuirarto,[sound:kuirarto_eo_ll.mp3],"cooking, cuisine",ESPDIC,,,,,,Lingua Libre,6002,"""#OpenSubtitles"""
14410,19795,minacadi,,,,,,,,,,5699,"""#OpenSubtitles"""
14411,19796,implicis,,,,,,,,,,5699,"""#OpenSubtitles"""
14412,19800,senpague,,,,,,,,,,5701,"""#OpenSubtitles"""
14413,19801,kovraĵo,,cover,ESPDIC,,,,,,,6387,"""#OpenSubtitles"""
14414,19803,kutimiĝu,,,,,,,,,,5705,"""#OpenSubtitles"""
14416,19807,fotas,,,,,,,,,,5710,"""#OpenSubtitles"""
14417,19808,spontanea,,spontaneous,ESPDIC,,,,,,,5710,"""#OpenSubtitles"""
14418,19809,maldungos,,,,,,,,,,5710,"""#OpenSubtitles"""
14420,19814,difekti,[sound:difekti_eo_ll.mp3],"to damage, harm, hurt, impair, injure, mutilate, spoil, mar",ESPDIC,,,,,,Lingua Libre,5714,"""#OpenSubtitles"""
14421,19820,elĉerpas,,,,,,,,,,5718,"""#OpenSubtitles"""
14423,19828,venkanta,[sound:venkanta_eo_ll.mp3],,,,,,,,Lingua Libre,6033,"""#OpenSubtitles"""
14424,19833,esperus,[sound:esperus_eo_ll.mp3],,,,,,,,Lingua Libre,5727,"""#OpenSubtitles"""
14425,19836,subkovre,,,,,,,,,,5728,"""#OpenSubtitles"""
14426,19839,fartu,[sound:fartu_eo_ll.mp3],,,,,,,,Lingua Libre,5729,"""#OpenSubtitles"""
14427,19844,konsciu,,,,,,,,,,5731,"""#OpenSubtitles"""
14429,19853,migradi,,,,,,,,,,5737,"""#OpenSubtitles"""
14430,19854,rezista,,"resistant, resistive, unyielding",ESPDIC,,,,,,,6438,"""#OpenSubtitles"""
14433,19863,fidigu,,,,,,,,,,5741,"""#OpenSubtitles"""
14434,19867,pligrandigas,,,,,,,,,,5744,"""#OpenSubtitles"""
14435,19868,reĝeco,[sound:reĝeco_eo_ll.mp3],"kingship, royalty",ESPDIC,,,,,,Lingua Libre,6055,"""#OpenSubtitles"""
14436,19871,elektante,,,,,,,,,,5748,"""#OpenSubtitles"""
14437,19874,lokigi,,,,,,,,,,5750,"""#OpenSubtitles"""
14438,19877,hontigi,[sound:hontigi_eo_ll.mp3],"to abash, put to shame, shame",ESPDIC,,,,,,Lingua Libre,5753,"""#OpenSubtitles"""
14439,19880,blondulino,[sound:blondulino_eo_ll.mp3],blonde (woman),ESPDIC,,,,,,Lingua Libre,6456,"""#OpenSubtitles"""
14440,19882,imagus,[sound:imagus_eo_ll.mp3],,,,,,,,Lingua Libre,5756,"""#OpenSubtitles"""
14441,19883,almeti,[sound:almeti_eo_ll.mp3],"to apply, put on, attach",ESPDIC,,,,,,Lingua Libre,5756,"""#OpenSubtitles"""
14442,19884,partikularo,,,,,,,,,,5756,"""#OpenSubtitles"""
14443,19886,heart,,,,,,,,,,5760,"""#OpenSubtitles"""
14444,19889,falsis,,,,,,,,,,5761,"""#OpenSubtitles"""
14445,14445,patrin,,,,,,,,,,2119,"""#OpenSubtitles"""
14445,19892,deklaru,[sound:deklaru_eo_ll.mp3],,,,,,,,Lingua Libre,5762,"""#OpenSubtitles"""
14446,19899,redaktis,,"edited, edited by",ESPDIC,,,,,,,5768,"""#OpenSubtitles"""
14447,19901,komercis,,,,,,,,,,5770,"""#OpenSubtitles"""
14448,19904,tuje,,straightway,ESPDIC,,,,,,,5772,"""#OpenSubtitles"""
14449,19910,hq,,,,,,,,,,5780,"""#OpenSubtitles"""
14450,19912,helvete,,,,,,,,,,5781,"""#OpenSubtitles"""
14451,19914,minorulo,,,,,,,,,,6117,"""#OpenSubtitles"""
14452,19919,funkcionas,,,,,,,,,,5789,"""#OpenSubtitles"""
14453,19931,malbenu,,,,,,,,,,5801,"""#OpenSubtitles"""
14454,14454,vilaĝanoj,,,,,,,,,,1897,"""#OpenSubtitles"""
14454,19933,kaþas,,,,,,,,,,5802,"""#OpenSubtitles"""
14455,19945,konforme,,in conformity,ESPDIC,,,,,,,5815,"""#OpenSubtitles"""
14456,19946,planite,,,,,,,,,,5816,"""#OpenSubtitles"""
14458,19951,festata,,,,,,,,,,6552,"""#OpenSubtitles"""
14460,19972,maljunas,,,,,,,,,,5842,"""#OpenSubtitles"""
14461,19985,pozis,,,,,,,,,,5854,"""#OpenSubtitles"""
14462,19989,trafu,[sound:trafu_eo_ll.mp3],,,,,,,,Lingua Libre,5856,"""#OpenSubtitles"""
14463,19994,plenigante,,,,,,,,,,5857,"""#OpenSubtitles"""
14464,19999,duobligas,,,,,,,,,,5860,"""#OpenSubtitles"""
14465,14465,tioj,[sound:tioj_eo_ll.mp3],,,,,,,,Lingua Libre,1579,"""#OpenSubtitles"""
14466,20014,kuraĝiga,,"heartening, supportive",ESPDIC,,,,,,,6639,"""#OpenSubtitles"""
14467,20015,reĝisorado,,,,,,,,,,5881,"""#OpenSubtitles"""
14468,20016,pajlo,[sound:pajlo_eo_ll.mp3],straw,ESPDIC,,,,,,Lingua Libre,5882,"""#OpenSubtitles"""
14471,20033,malŝlosis,,,,,,,,,,5897,"""#OpenSubtitles"""
14472,20035,diskutante,,,,,,,,,,5900,"""#OpenSubtitles"""
14473,20039,eskaladis,,,,,,,,,,5902,"""#OpenSubtitles"""
14474,20040,plimalboniĝis,,,,,,,,,,5902,"""#OpenSubtitles"""
14477,20048,kaŝiĝu,,,,,,,,,,5915,"""#OpenSubtitles"""
14478,20052,infan,,,,,,,,,,5917,"""#OpenSubtitles"""
14479,20065,simuli,[sound:simuli_eo_ll.mp3],"to dissemble, feign, pretend, simulate",ESPDIC,,,,,,Lingua Libre,5930,"""#OpenSubtitles"""
14480,20066,postkuris,,,,,,,,,,5930,"""#OpenSubtitles"""
14481,20073,preĝante,,,,,,,,,,5937,"""#OpenSubtitles"""
14482,20075,eksciu,,,,,,,,,,5937,"""#OpenSubtitles"""
14484,20085,konkerado,,,,,,,,,,7296,"""#OpenSubtitles"""
14485,20086,certiĝi,,to ascertain,ESPDIC,,,,,,,5942,"""#OpenSubtitles"""
14486,20089,flosante,,,,,,,,,,5944,"""#OpenSubtitles"""
14488,20092,hilaria,,,,,,,,,,5947,"""#OpenSubtitles"""
14489,20098,batigis,,,,,,,,,,5955,"""#OpenSubtitles"""
14491,20105,breaking,,,,,,,,,,5960,"""#OpenSubtitles"""
14492,20106,rare,,rarely,ESPDIC,,,,,,,6309,"""#OpenSubtitles"""
14493,20111,tranĉus,[sound:tranĉus_eo_ll.mp3],,,,,,,,Lingua Libre,5963,"""#OpenSubtitles"""
14494,20115,forportas,,,,,,,,,,5967,"""#OpenSubtitles"""
14495,20117,procezi,,,,,,,,,,5967,"""#OpenSubtitles"""
14496,20118,modifis,,,,,,,,,,5968,"""#OpenSubtitles"""
14497,20121,fieri,[sound:Lepticed7_fieri.mp3],to be proud,OG,,"Ni tre fieras pri vi, Marko!=We are very proud of you, Mark!",,,,Esperanto.cards,18302,*Verbs [DuoLingo] Thoughts+Feelings
14498,20130,malŝarĝi,[sound:malŝarĝi_eo_ll.mp3],to unload,ESPDIC,,,,,,Lingua Libre,5982,"""#OpenSubtitles"""
14499,20131,kec,,,,,,,,,,5982,"""#OpenSubtitles"""
14500,20132,leviĝus,,,,,,,,,,5982,"""#OpenSubtitles"""
14501,20138,maltrafus,,,,,,,,,,5987,"""#OpenSubtitles"""
14502,20144,lumigante,,,,,,,,,,5997,"""#OpenSubtitles"""
14504,20156,laciĝos,,,,,,,,,,6006,"""#OpenSubtitles"""
14505,20165,malsekiĝas,,,,,,,,,,6013,"""#OpenSubtitles"""
14506,20170,kovrus,[sound:kovrus_eo_ll.mp3],,,,,,,,Lingua Libre,6015,"""#OpenSubtitles"""
14507,20176,brulo,[sound:brulo_eo_ll.mp3],combustion,ESPDIC,,,,,,Lingua Libre,6377,"""#OpenSubtitles"""
14508,20177,karna,,"carnal, fleshy",ESPDIC,,,,,,,6018,"""#OpenSubtitles"""
14509,20190,pretis,,,,,,,,,,6028,"""#OpenSubtitles"""
14510,20196,nuko,[sound:nuko_eo_ll.mp3],"back of the neck, nape, scruff",ESPDIC,,,,,,Lingua Libre,6392,"""#OpenSubtitles"""
14511,20198,magie,,,,,,,,,,6036,"""#OpenSubtitles"""
14512,20204,akumuliĝis,,,,,,,,,,6040,"""#OpenSubtitles"""
14514,20209,rubis,,,,,,,,,,6041,"""#OpenSubtitles"""
14515,20224,ekpensas,,,,,,,,,,6054,"""#OpenSubtitles"""
14516,20225,interagado,,"interactive mode, interface",ESPDIC,,,,,,,6867,"""#OpenSubtitles"""
14517,20237,kortuŝi,[sound:kortuŝi_eo_ll.mp3],"to affect, agitate, move, touch (emotionally)",ESPDIC,,,,,,Lingua Libre,6063,"""#OpenSubtitles"""
14518,20242,reordigi,,to put back into order,ESPDIC,,,,,,,6070,"""#OpenSubtitles"""
14520,20247,kontraste,,"by contrast, in contrast",ESPDIC,,,,,,,6073,"""#OpenSubtitles"""
14521,20248,frustrige,,,,,,,,,,6073,"""#OpenSubtitles"""
14523,20274,disvolvis,,,,,,,,,,6098,"""#OpenSubtitles"""
14524,20284,kliko,,"catch, click, set, clique",ESPDIC,,,,,,,6488,"""#OpenSubtitles"""
14525,20290,agordis,[sound:agordis_eo_ll.mp3],,,,,,,,Lingua Libre,6117,"""#OpenSubtitles"""
14526,20303,rekord,,,,,,,,,,6126,"""#OpenSubtitles"""
14529,20333,revokas,,,,,,,,,,6152,"""#OpenSubtitles"""
14530,20351,reagos,,,,,,,,,,6167,"""#OpenSubtitles"""
14531,20357,torturas,,,,,,,,,,6174,"""#OpenSubtitles"""
14534,20375,ĵeromo,,,,,,,,,,6198,"""#OpenSubtitles"""
14535,20376,vaŝe,,,,,,,,,,6198,"""#OpenSubtitles"""
14536,20379,embuski,[sound:embuski_eo_ll.mp3],to ambush,ESPDIC,,,,,,Lingua Libre,6203,"""#OpenSubtitles"""
14537,20387,humiligas,,,,,,,,,,6213,"""#OpenSubtitles"""
14539,20418,enterigas,,,,,,,,,,6240,"""#OpenSubtitles"""
14542,20472,alfrontita,,,,,,,,,,6709,"""#OpenSubtitles"""
14543,20483,amasigas,,,,,,,,,,6306,"""#OpenSubtitles"""
14544,20495,vidkapablo,,"power of sight, seeing ability, ability to see",ESPDIC,,,,,,,6313,"""#OpenSubtitles"""
14545,20503,ipad,,,,,,,,,,6318,"""#OpenSubtitles"""
14546,20515,punos,,,,,,,,,,6332,"""#OpenSubtitles"""
14547,20534,koncentriĝis,,,,,,,,,,6353,"""#OpenSubtitles"""
14550,20566,whoever,,,,,,,,,,6380,"""#OpenSubtitles"""
14551,20599,imperiestrino,[sound:imperiestrino_eo_ll.mp3],empress,ESPDIC,,,,,,Lingua Libre,6869,"""#OpenSubtitles"""
14552,20602,kaŝanta,,hiding,ESPDIC,,,,,,,7606,"""#OpenSubtitles"""
14553,20608,sparkon,,,,,,,,,,7522,"""#OpenSubtitles"""
14554,20622,enterigos,,,,,,,,,,6440,"""#OpenSubtitles"""
14555,2971,sonny,,,,,,,,,,15377,"""#OpenSubtitles"""
14556,3155,ĉimpanzo,[sound:ĉimpanzo_eo_ll.mp3],chimpanzee,ESPDIC,,,,,,Lingua Libre,12052,"""#OpenSubtitles"""
14557,3408,kiki,,,,,,,,,,14859,"""#OpenSubtitles"""
14558,3727,steele,,,,,,,,,,14461,"""#OpenSubtitles"""
14559,3813,liza,,,,,,,,,,14339,"""#OpenSubtitles"""
14560,3935,kane,,,,,,,,,,14223,"""#OpenSubtitles"""
14561,4059,ace,,,,,,,,,,14071,"""#OpenSubtitles"""
14562,4071,sidnejo,,,,,,,,,,13524,"""#OpenSubtitles"""
14564,4519,simpson,,,,,,,,,,13522,"""#OpenSubtitles"""
14565,4526,byron,,,,,,,,,,13513,"""#OpenSubtitles"""
14566,4578,madagaskaro,[sound:Madagaskaro_eo_ll.mp3],,,,,,,,Lingua Libre,13384,"""#OpenSubtitles"""
14567,4680,liv,,,,,,,,,,13325,"""#OpenSubtitles"""
14568,4755,mandy,,,,,,,,,,13236,"""#OpenSubtitles"""
14569,4900,nom,,,,,,,,,,13069,"""#OpenSubtitles"""
14570,4948,gotham,,,,,,,,,,13015,"""#OpenSubtitles"""
14571,5010,islamo,[sound:islamo_eo_ll.mp3],Islam,ESPDIC,,,,,,Lingua Libre,12416,"""#OpenSubtitles"""
14572,5131,bunkro,[sound:bunkro_eo_ll.mp3],"bunker, shelter",ESPDIC,,,,,,Lingua Libre,10953,"""#OpenSubtitles"""
14573,5139,rowan,,,,,,,,,,12768,"""#OpenSubtitles"""
14574,5416,hwang,,,,,,,,,,12424,"""#OpenSubtitles"""
14575,5427,pauline,,,,,,,,,,12414,"""#OpenSubtitles"""
14576,5447,ernest,,,,,,,,,,12386,"""#OpenSubtitles"""
14577,5512,doo,,,,,,,,,,12291,"""#OpenSubtitles"""
14578,5582,alejandro,,,,,,,,,,12199,"""#OpenSubtitles"""
14579,5653,peters,,,,,,,,,,12120,"""#OpenSubtitles"""
14580,5739,hook,,,,,,,,,,12037,"""#OpenSubtitles"""
14581,5762,gideon,,,,,,,,,,12010,"""#OpenSubtitles"""
14582,5848,daphne,,,,,,,,,,11910,"""#OpenSubtitles"""
14583,5858,kristen,,,,,,,,,,11904,"""#OpenSubtitles"""
14584,5873,blair,,,,,,,,,,11885,"""#OpenSubtitles"""
14585,5933,nam,,,,,,,,,,11803,"""#OpenSubtitles"""
14586,6038,lili,,,,,,,,,,13366,"""#OpenSubtitles"""
14588,6370,hood,,,,,,,,,,11250,"""#OpenSubtitles"""
14589,6418,woody,,,,,,,,,,11182,"""#OpenSubtitles"""
14590,6469,hayes,,,,,,,,,,11127,"""#OpenSubtitles"""
14591,6544,banjo,,,,,,,,,,11868,"""#OpenSubtitles"""
14592,6625,hee,,,,,,,,,,10978,"""#OpenSubtitles"""
14594,6887,sec,,,,,,,,,,10635,"""#OpenSubtitles"""
14595,6949,anita,,,,,,,,,,10355,"""#OpenSubtitles"""
14596,6958,gamma,,,,,,,,,,10529,"""#OpenSubtitles"""
14597,7145,janice,,,,,,,,,,10305,"""#OpenSubtitles"""
14598,7173,paddy,,,,,,,,,,10275,"""#OpenSubtitles"""
14599,7174,kathleen,,,,,,,,,,10275,"""#OpenSubtitles"""
14600,7185,giovanni,,,,,,,,,,10256,"""#OpenSubtitles"""
14601,7187,rand,,,,,,,,,,10256,"""#OpenSubtitles"""
14602,7227,mabel,,,,,,,,,,10198,"""#OpenSubtitles"""
14603,7260,baek,,,,,,,,,,10156,"""#OpenSubtitles"""
14604,7301,franz,,,,,,,,,,10105,"""#OpenSubtitles"""
14605,7439,ekzorcismo,,,,,,,,,,11784,"""#OpenSubtitles"""
14606,7490,ward,,,,,,,,,,9883,"""#OpenSubtitles"""
14607,7492,dome,,at home,ESPDIC,,,,,,,10953,"""#OpenSubtitles"""
14608,7513,rubi,,,,,,,,,,9857,"""#OpenSubtitles"""
14609,7690,gregory,,,,,,,,,,9655,"""#OpenSubtitles"""
14610,7713,zach,,,,,,,,,,9624,"""#OpenSubtitles"""
14611,7812,isa,,,,,,,,,,9036,"""#OpenSubtitles"""
14612,7819,ellie,,,,,,,,,,9495,"""#OpenSubtitles"""
14613,7832,cara,[sound:cara_eo_ll.mp3],"of a czar, of a tsar",ESPDIC,,,,,,Lingua Libre,9500,"""#OpenSubtitles"""
14615,8052,gail,,,,,,,,,,9220,"""#OpenSubtitles"""
14617,8076,kwon,,,,,,,,,,9200,"""#OpenSubtitles"""
14618,8099,lodge,,,,,,,,,,9162,"""#OpenSubtitles"""
14619,8118,russ,,,,,,,,,,9139,"""#OpenSubtitles"""
14620,8156,boksisto,,boxer,ESPDIC,,,,,,,6875,"""#OpenSubtitles"""
14621,8179,polly,,,,,,,,,,9048,"""#OpenSubtitles"""
14622,8244,chester,,,,,,,,,,8970,"""#OpenSubtitles"""
14623,8251,mercy,,,,,,,,,,8957,"""#OpenSubtitles"""
14624,8260,chance,,,,,,,,,,8951,"""#OpenSubtitles"""
14625,8304,cliff,,,,,,,,,,8892,"""#OpenSubtitles"""
14626,14626,resursoj,,,,,,,,,,1213,"""#OpenSubtitles"""
14626,8305,roberts,,,,,,,,,,8892,"""#OpenSubtitles"""
14627,8307,alec,,,,,,,,,,8891,"""#OpenSubtitles"""
14628,8357,cody,,,,,,,,,,8837,"""#OpenSubtitles"""
14629,8410,johann,,,,,,,,,,8771,"""#OpenSubtitles"""
14631,8432,regina,,,,,,,,,,10386,"""#OpenSubtitles"""
14632,8478,diva,,,,,,,,,,10370,"""#OpenSubtitles"""
14633,8550,eliza,,,,,,,,,,8609,"""#OpenSubtitles"""
14634,8564,humphrey,,,,,,,,,,8583,"""#OpenSubtitles"""
14635,8571,kaliko,[sound:kaliko_eo_ll.mp3],"chalice, goblet, tankard, grail",ESPDIC,,,,,,Lingua Libre,9479,"""#OpenSubtitles"""
14636,8582,steph,,,,,,,,,,8565,"""#OpenSubtitles"""
14637,8634,watts,,,,,,,,,,8487,"""#OpenSubtitles"""
14638,8664,ninja,,,,,,,,,,8456,"""#OpenSubtitles"""
14639,8779,lime,,,,,,,,,,10015,"""#OpenSubtitles"""
14640,8906,alba,,,,,,,,,,8173,"""#OpenSubtitles"""
14643,9175,flynn,,,,,,,,,,7834,"""#OpenSubtitles"""
14644,9187,cohen,,,,,,,,,,7821,"""#OpenSubtitles"""
14645,9207,allah,,,,,,,,,,7786,"""#OpenSubtitles"""
14646,9212,ps,,,,,,,,,,7782,"""#OpenSubtitles"""
14647,9237,wanda,,,,,,,,,,7756,"""#OpenSubtitles"""
14648,9238,bunny,,,,,,,,,,7754,"""#OpenSubtitles"""
14649,9314,barkado,,,,,,,,,,7313,"""#OpenSubtitles"""
14650,9391,damien,,,,,,,,,,7562,"""#OpenSubtitles"""
14651,9438,garcía,,,,,,,,,,7510,"""#OpenSubtitles"""
14652,9473,dot,,,,,,,,,,7464,"""#OpenSubtitles"""
14654,9479,anarkio,[sound:anarkio_eo_ll.mp3],anarchy,ESPDIC,,,,,,Lingua Libre,7191,"""#OpenSubtitles"""
14655,9508,delikataĵo,,delicacy,ESPDIC,,,,,,,6113,"""#OpenSubtitles"""
14656,9509,kontraý,,,,,,,,,,7424,"""#OpenSubtitles"""
14657,14657,mesagĝon,,,,,,,,,,1490,"""#OpenSubtitles"""
14659,9727,andrés,,,,,,,,,,7173,"""#OpenSubtitles"""
14661,9783,tae,,,,,,,,,,7088,"""#OpenSubtitles"""
14662,9819,sierra,,,,,,,,,,7046,"""#OpenSubtitles"""
14664,9973,alpoj,[sound:Alpoj_eo_ll.mp3],,,,,,,,Lingua Libre,6435,"""#OpenSubtitles"""
14665,9988,sija,,,,,,,,,,6846,"""#OpenSubtitles"""
14666,10030,dawson,,,,,,,,,,6801,"""#OpenSubtitles"""
14667,10035,komparu,,"cf., compare",ESPDIC,,,,,,,6794,"""#OpenSubtitles"""
14668,10039,heat,,,,,,,,,,6790,"""#OpenSubtitles"""
14669,14669,manson,,,,,,,,,,1617,"""#OpenSubtitles"""
14669,10155,æeestas,,,,,,,,,,6639,"""#OpenSubtitles"""
14670,10197,sinmortigo,[sound:sinmortigo_eo_ll.mp3],suicide,ESPDIC,,,,,,Lingua Libre,3918,"""#OpenSubtitles"""
14671,10201,toronto,[sound:Toronto_eo_ll.mp3],,,,,,,,Lingua Libre,6585,"""#OpenSubtitles"""
14672,10275,alaska,[sound:alaska_eo_ll.mp3],Alaskan,ESPDIC,,,,,,Lingua Libre,7627,"""#OpenSubtitles"""
14673,10370,kvazaù,,,,,,,,,,6401,"""#OpenSubtitles"""
14675,10501,hampton,,,,,,,,,,6243,"""#OpenSubtitles"""
14677,10506,fall,,,,,,,,,,6233,"""#OpenSubtitles"""
14678,10548,fraýlino,,,,,,,,,,5189,"""#OpenSubtitles"""
14679,10593,alicia,[sound:Alicia_eo_ll.mp3],,,,,,,,Lingua Libre,5902,"""#OpenSubtitles"""
14680,10594,glazuro,[sound:glazuro_eo_ll.mp3],glaze,ESPDIC,,,,,,Lingua Libre,3931,"""#OpenSubtitles"""
14681,10611,sefujo,,,,,,,,,,5111,"""#OpenSubtitles"""
14682,10616,care,,,,,,,,,,6103,"""#OpenSubtitles"""
14683,10617,brighton,,,,,,,,,,6103,"""#OpenSubtitles"""
14684,10707,bryant,,,,,,,,,,5987,"""#OpenSubtitles"""
14685,10715,tyson,,,,,,,,,,5981,"""#OpenSubtitles"""
14686,10809,blanca,,,,,,,,,,5869,"""#OpenSubtitles"""
14687,10832,kvietu,,,,,,,,,,5826,"""#OpenSubtitles"""
14688,10882,truman,,,,,,,,,,5756,"""#OpenSubtitles"""
14689,10902,morrison,,,,,,,,,,5734,"""#OpenSubtitles"""
14690,10917,mesaøo,,,,,,,,,,4517,"""#OpenSubtitles"""
14691,10957,royce,,,,,,,,,,5681,"""#OpenSubtitles"""
14692,10977,batalisto,,warrior,ESPDIC,,,,,,,3458,"""#OpenSubtitles"""
14693,11051,wood,,,,,,,,,,5567,"""#OpenSubtitles"""
14694,11078,malheligo,,tarnish,ESPDIC,,,,,,,377,"""#OpenSubtitles"""
14695,11090,swat,,,,,,,,,,5529,"""#OpenSubtitles"""
14696,11131,baldaù,,,,,,,,,,5459,"""#OpenSubtitles"""
14697,14697,sponsoroj,,,,,,,,,,1936,"""#OpenSubtitles"""
14697,11200,idaho,[sound:Idaho_eo_ll.mp3],,,,,,,,Lingua Libre,6705,"""#OpenSubtitles"""
14698,11208,mutacio,[sound:mutacio_eo_ll.mp3],mutation,ESPDIC,,,,,,Lingua Libre,1834,"""#OpenSubtitles"""
14701,11311,rodrigo,,,,,,,,,,4665,"""#OpenSubtitles"""
14702,11344,pager,,,,,,,,,,5191,"""#OpenSubtitles"""
14703,11410,klein,,,,,,,,,,5119,"""#OpenSubtitles"""
14706,11489,koriandro,[sound:koriandro_eo_ll.mp3],coriander,ESPDIC,,,,,,Lingua Libre,5771,"""#OpenSubtitles"""
14707,11568,nico,[sound:Nico_eo_ll.mp3],,,,,,,,Lingua Libre,4942,"""#OpenSubtitles"""
14708,11612,carlo,,,,,,,,,,4894,"""#OpenSubtitles"""
14709,11614,filipo,,,,,,,,,,4892,"""#OpenSubtitles"""
14710,11624,dmz,,,,,,,,,,4879,"""#OpenSubtitles"""
14711,11685,tabby,,,,,,,,,,4791,"""#OpenSubtitles"""
14714,11766,savano,[sound:savano_eo_ll.mp3],savanna,ESPDIC,,,,,,Lingua Libre,6135,"""#OpenSubtitles"""
14715,11802,naskotago,[sound:naskotago_eo_ll.mp3],"birthdate, birthday",ESPDIC,,,,,,Lingua Libre,2858,"""#OpenSubtitles"""
14716,11821,astronomo,[sound:astronomo_eo_ll.mp3],astronomer,ESPDIC,,,,,,Lingua Libre,1395,"""#OpenSubtitles"""
14717,11822,bankuvo,[sound:bankuvo_eo_ll.mp3],"bath, bathtub",ESPDIC,,,,,,Lingua Libre,22,"""#OpenSubtitles"""
14718,11830,celeste,,,,,,,,,,4620,"""#OpenSubtitles"""
14719,11834,bedaùras,,,,,,,,,,4615,"""#OpenSubtitles"""
14720,11867,baldaý,,,,,,,,,,4575,"""#OpenSubtitles"""
14721,11872,felicia,,,,,,,,,,4570,"""#OpenSubtitles"""
14723,11894,kortega,,,,,,,,,,6046,"""#OpenSubtitles"""
14724,14724,transigon,,,,,,,,,,2164,"""#OpenSubtitles"""
14725,11913,tense,,,,,,,,,,4530,"""#OpenSubtitles"""
14726,11922,pittsburgh,,,,,,,,,,4524,"""#OpenSubtitles"""
14727,11941,cortez,,,,,,,,,,4510,"""#OpenSubtitles"""
14728,11989,clarence,,,,,,,,,,4460,"""#OpenSubtitles"""
14729,12003,santiago,,,,,,,,,,4443,"""#OpenSubtitles"""
14730,12008,dramatic,,,,,,,,,,4435,"""#OpenSubtitles"""
14732,12069,abel,,,,,,,,,,4347,"""#OpenSubtitles"""
14734,12135,vaksa,,wax,ESPDIC,,,,,,,4803,"""#OpenSubtitles"""
14735,12142,krista,,,,,,,,,,2828,"""#OpenSubtitles"""
14736,12172,niko,,,,,,,,,,4207,"""#OpenSubtitles"""
14737,12182,sid,,,,,,,,,,4193,"""#OpenSubtitles"""
14738,12185,fork,,,,,,,,,,4187,"""#OpenSubtitles"""
14740,12311,stern,,,,,,,,,,4022,"""#OpenSubtitles"""
14741,12321,æirkaý,,,,,,,,,,4006,"""#OpenSubtitles"""
14742,12328,katino,[sound:katino_eo_ll.mp3],"female cat, she-cat",ESPDIC,,,,,,Lingua Libre,4113,"""#OpenSubtitles"""
14743,12339,nadine,,,,,,,,,,3983,"""#OpenSubtitles"""
14744,12341,jozefo,[sound:Jozefo_eo_ll.mp3],,,,,,,,Lingua Libre,3981,"""#OpenSubtitles"""
14745,12345,read,,,,,,,,,,3977,"""#OpenSubtitles"""
14747,12363,north,,,,,,,,,,3955,"""#OpenSubtitles"""
14748,12365,aæulo,,,,,,,,,,169,"""#OpenSubtitles"""
14750,12383,lead,,,,,,,,,,3929,"""#OpenSubtitles"""
14752,12520,faa,,,,,,,,,,3787,"""#OpenSubtitles"""
